population,energy_per_gdp,co2_per_capita,co2_per_gdp,temperature_change_from_ghg,total_ghg,avg_temp,EV,year,country
1247117,0.0,0.767,0.0,0.0,0.0,8.84,0,1933,Slovenia
1258096,0.0,0.791,0.0,0.0,0.0,10.68,0,1934,Slovenia
1269172,0.0,0.82,0.0,0.0,0.0,9.63,0,1935,Slovenia
1280346,0.0,0.803,0.0,0.0,0.0,10.17,0,1936,Slovenia
1291618,0.0,0.887,0.0,0.0,0.0,10.01,0,1937,Slovenia
1302989,0.0,0.832,0.0,0.0,0.0,9.69,0,1938,Slovenia
1314460,0.0,0.866,0.0,0.0,0.0,9.84,0,1939,Slovenia
1326032,0.0,0.992,0.0,0.0,0.0,7.68,0,1940,Slovenia
1337706,0.0,0.0,0.0,0.0,0.0,8.23,0,1941,Slovenia
1349483,0.0,0.0,0.0,0.0,0.0,8.85,0,1942,Slovenia
1361363,0.0,0.034,0.0,0.0,0.0,9.97,0,1943,Slovenia
1373348,0.0,0.009,0.0,0.0,0.0,9.05,0,1944,Slovenia
1385439,0.0,0.479,0.0,0.0,0.0,9.69,0,1945,Slovenia
1397636,0.0,0.936,0.0,0.0,0.0,9.93,0,1946,Slovenia
1409940,0.0,1.289,0.0,0.0,0.0,9.78,0,1947,Slovenia
1422353,0.0,1.442,0.0,0.0,0.0,9.59,0,1948,Slovenia
1434054,0.0,1.634,0.0,0.0,0.0,10.19,0,1949,Slovenia
1445042,0.0,1.558,0.0,0.0,0.0,10.51,0,1950,Slovenia
1458640,0.0,1.461,0.0,0.0,0.0,10.58,0,1951,Slovenia
1472897,0.0,1.452,0.365,0.0,0.0,9.67,0,1952,Slovenia
1488606,0.0,1.427,0.345,0.0,0.0,9.76,0,1953,Slovenia
1505247,0.0,1.684,0.363,0.0,0.0,8.96,0,1954,Slovenia
1521776,0.0,1.907,0.382,0.0,0.0,9.26,0,1955,Slovenia
1538085,0.0,2.159,0.445,0.0,0.0,8.52,0,1956,Slovenia
1554155,0.0,2.318,0.433,0.0,0.0,9.9,0,1957,Slovenia
1569732,0.0,2.262,0.384,0.0,0.0,10.01,0,1958,Slovenia
1584907,0.0,2.568,0.417,0.0,0.0,10.04,0,1959,Slovenia
1599581,0.0,2.78,0.398,0.0,0.0,10.06,0,1960,Slovenia
1613630,0.0,2.889,0.382,0.0,0.0,10.46,0,1961,Slovenia
1627388,0.0,2.939,0.376,0.0,0.0,8.75,0,1962,Slovenia
1641167,0.0,3.242,0.376,0.0,0.0,9.01,0,1963,Slovenia
1655107,0.0,3.643,0.39,0.0,0.0,9.21,0,1964,Slovenia
1669454,0.0,3.717,0.399,0.0,0.0,8.85,0,1965,Slovenia
1684516,0.0,3.649,0.376,0.0,0.0,10.15,0,1966,Slovenia
1699824,0.0,3.653,0.367,0.0,0.0,10.01,0,1967,Slovenia
1714465,0.0,3.873,0.37,0.0,0.0,9.61,0,1968,Slovenia
1728170,0.0,3.983,0.351,0.0,0.0,9.25,0,1969,Slovenia
1741287,0.0,5.169,0.42,0.0,0.0,9.43,0,1970,Slovenia
1754882,0.0,5.524,0.421,0.0,0.0,9.62,0,1971,Slovenia
1769715,0.0,5.126,0.375,0.0,0.0,9.51,0,1972,Slovenia
1785228,0.0,6.071,0.422,0.0,0.0,9.34,0,1973,Slovenia
1800976,0.0,6.039,0.387,0.0,0.0,10.07,0,1974,Slovenia
1817046,0.0,6.241,0.383,0.0,0.0,10.28,0,1975,Slovenia
1833548,0.0,6.379,0.386,0.0,0.0,9.33,0,1976,Slovenia
1850370,0.0,6.139,0.35,0.0,0.0,10.1,0,1977,Slovenia
1867385,0.0,6.797,0.36,0.0,0.0,8.89,0,1978,Slovenia
1884600,0.0,7.324,0.364,0.0,0.0,9.68,0,1979,Slovenia
1901574,0.0,7.13,0.35,0.0,0.0,8.8,0,1980,Slovenia
1916322,0.0,7.693,0.383,0.0,0.0,9.66,0,1981,Slovenia
1927957,0.0,7.015,0.354,0.0,0.0,10.13,0,1982,Slovenia
1937239,0.0,7.52,0.379,0.0,0.0,10.23,0,1983,Slovenia
1945148,0.0,7.899,0.392,0.0,0.0,9.28,0,1984,Slovenia
1952526,0.0,8.027,0.396,0.0,0.0,9.2,0,1985,Slovenia
1959559,0.0,8.353,0.401,0.0,0.0,9.43,0,1986,Slovenia
1966500,0.0,8.114,0.393,0.0,0.0,9.48,0,1987,Slovenia
1973499,0.0,8.379,0.42,0.0,0.0,10.27,0,1988,Slovenia
1980179,0.0,8.31,0.42,0.0,0.0,10.41,0,1989,Slovenia
1986030,1.924,7.6,0.419,0.0,7.91,10.57,0,1990,Slovenia
1989799,2.124,7.023,0.428,0.0,6.9,9.53,0,1991,Slovenia
1991344,2.109,6.971,0.451,0.0,6.62,10.81,0,1992,Slovenia
1991685,2.116,7.153,0.452,0.0,7.36,10.24,0,1993,Slovenia
1991454,2.148,7.349,0.443,0.0,7.41,11.51,0,1994,Slovenia
1991115,2.109,7.711,0.435,0.0,8.24,10.28,0,1995,Slovenia
1990671,2.146,8.037,0.439,0.0,9.04,9.25,0,1996,Slovenia
1989831,2.097,8.296,0.433,0.0,9.51,10.29,0,1997,Slovenia
1988287,2.045,8.067,0.409,0.0,9.25,10.51,0,1998,Slovenia
1986263,1.93,7.76,0.375,0.001,8.59,10.47,0,1999,Slovenia
1984339,1.845,7.586,0.353,0.001,8.39,11.46,0,2000,Slovenia
1982489,1.881,8.223,0.373,0.001,7.2,10.8,0,2001,Slovenia
1983769,1.81,8.35,0.367,0.001,7.28,11.3,0,2002,Slovenia
1989413,1.734,8.179,0.352,0.001,7.24,10.9,0,2003,Slovenia
1996731,1.772,8.366,0.348,0.001,7.44,10.14,0,2004,Slovenia
2004780,1.712,8.446,0.34,0.001,7.69,9.73,0,2005,Slovenia
2013577,1.642,8.531,0.328,0.001,8.03,10.66,0,2006,Slovenia
2023230,1.533,8.572,0.311,0.001,8.0,11.44,0,2007,Slovenia
2034037,1.633,8.986,0.319,0.001,8.97,11.18,0,2008,Slovenia
2045578,1.643,7.922,0.308,0.001,7.0,11.17,0,2009,Slovenia
2057294,1.633,8.001,0.31,0.001,7.29,10.13,0,2010,Slovenia
2065457,1.582,7.92,0.308,0.001,16.13,11.19,0,2011,Slovenia
2069365,1.579,7.616,0.304,0.001,15.52,11.24,0,2012,Slovenia
2072374,1.58,7.3,0.295,0.001,14.89,11.26,0,2013,Slovenia
2074923,1.572,6.536,0.257,0.001,13.39,12.02,0,2014,Slovenia
2080865,1.385,6.558,0.253,0.001,13.48,11.59,0,2015,Slovenia
2090020,1.444,6.918,0.261,0.001,17.27,11.23,186,2016,Slovenia
2098396,1.393,6.966,0.252,0.001,17.45,11.25,460,2017,Slovenia
2105931,1.365,6.895,0.24,0.001,17.32,11.85,660,2018,Slovenia
2112905,0.0,6.645,0.0,0.001,16.9,11.99,218,2019,Slovenia
2117648,0.0,6.07,0.0,0.001,15.65,11.51,1639,2020,Slovenia
2119408,0.0,6.162,0.0,0.001,0.0,10.86,2010,2021,Slovenia
2119843,0.0,5.998,0.0,0.0,0.0,12.07,2890,2022,Slovenia
13041601,0.0,0.0,0.0,0.0,0.0,13.48,0,1830,Spain
13128533,0.0,0.0,0.0,0.0,0.0,13.79,0,1831,Spain
13216052,0.0,0.0,0.0,0.0,0.0,13.31,0,1832,Spain
13304164,0.0,0.0,0.0,0.0,0.0,13.24,0,1833,Spain
13392863,0.0,0.0,0.0,0.0,0.0,14.2,0,1834,Spain
13482154,0.0,0.0,0.0,0.0,0.0,13.1,0,1835,Spain
13572039,0.0,0.002,0.0,0.0,0.0,13.24,0,1836,Spain
13662525,0.0,0.003,0.0,0.0,0.0,13.22,0,1837,Spain
13753613,0.0,0.002,0.0,0.0,0.0,13.39,0,1838,Spain
13845298,0.0,0.003,0.0,0.0,0.0,13.31,0,1839,Spain
13937584,0.0,0.003,0.0,0.0,0.0,13.18,0,1840,Spain
14030474,0.0,0.007,0.0,0.0,0.0,13.38,0,1841,Spain
14123973,0.0,0.01,0.0,0.0,0.0,13.37,0,1842,Spain
14218084,0.0,0.012,0.0,0.0,0.0,13.55,0,1843,Spain
14312822,0.0,0.014,0.0,0.0,0.0,13.37,0,1844,Spain
14408192,0.0,0.019,0.011,0.0,0.0,13.01,0,1845,Spain
14504197,0.0,0.019,0.0,0.0,0.0,14.01,0,1846,Spain
14600842,0.0,0.018,0.0,0.0,0.0,13.44,0,1847,Spain
14698130,0.0,0.02,0.0,0.0,0.0,13.12,0,1848,Spain
14790851,0.0,0.022,0.0,0.0,0.0,13.46,0,1849,Spain
14878948,0.0,0.033,0.019,0.0,0.0,13.53,0,1850,Spain
14962372,0.0,0.034,0.02,0.0,0.0,13.25,0,1851,Spain
15041059,0.0,0.036,0.02,0.0,0.0,13.96,0,1852,Spain
15114951,0.0,0.043,0.024,0.0,0.0,12.7,0,1853,Spain
15189206,0.0,0.036,0.02,0.0,0.0,13.28,0,1854,Spain
15263826,0.0,0.036,0.019,0.0,0.0,12.81,0,1855,Spain
15338812,0.0,0.049,0.027,0.0,0.0,13.82,0,1856,Spain
15414166,0.0,0.055,0.032,0.0,0.0,13.39,0,1857,Spain
15489891,0.0,0.074,0.042,0.0,0.0,13.83,0,1858,Spain
15561625,0.0,0.105,0.056,0.0,0.0,13.45,0,1859,Spain
15629333,0.0,0.124,0.064,0.0,0.0,12.84,0,1860,Spain
15692979,0.0,0.128,0.066,0.0,0.0,13.49,0,1861,Spain
15752530,0.0,0.139,0.072,0.0,0.0,13.56,0,1862,Spain
15807948,0.0,0.154,0.079,0.0,0.0,13.35,0,1863,Spain
15863561,0.0,0.147,0.076,0.0,0.0,13.68,0,1864,Spain
15919369,0.0,0.145,0.078,0.0,0.0,13.63,0,1865,Spain
15975374,0.0,0.143,0.073,0.0,0.0,13.71,0,1866,Spain
16031576,0.0,0.16,0.082,0.0,0.0,13.9,0,1867,Spain
16087976,0.0,0.165,0.097,0.0,0.0,13.9,0,1868,Spain
16146102,0.0,0.163,0.093,0.0,0.0,13.53,0,1869,Spain
16205967,0.0,0.19,0.105,0.0,0.0,13.75,0,1870,Spain
16267583,0.0,0.181,0.093,0.0,0.0,13.2,0,1871,Spain
16330962,0.0,0.2,0.089,0.0,0.0,13.39,0,1872,Spain
16396117,0.0,0.191,0.079,0.0,0.0,13.34,0,1873,Spain
16461531,0.0,0.189,0.086,0.0,0.0,13.59,0,1874,Spain
16527207,0.0,0.199,0.088,0.0,0.0,13.65,0,1875,Spain
16593144,0.0,0.215,0.092,0.0,0.0,13.79,0,1876,Spain
16659345,0.0,0.227,0.088,0.0,0.0,13.76,0,1877,Spain
16725809,0.0,0.225,0.09,0.0,0.0,13.68,0,1878,Spain
16796632,0.0,0.236,0.102,0.0,0.0,12.99,0,1879,Spain
16871852,0.0,0.262,0.104,0.0,0.0,13.39,0,1880,Spain
16951508,0.0,0.291,0.115,0.0,0.0,14.03,0,1881,Spain
17035639,0.0,0.316,0.124,0.0,0.0,13.36,0,1882,Spain
17124285,0.0,0.345,0.133,0.0,0.0,12.81,0,1883,Spain
17213392,0.0,0.341,0.132,0.0,0.0,13.04,0,1884,Spain
17302962,0.0,0.333,0.133,0.0,0.0,12.88,0,1885,Spain
17392999,0.0,0.35,0.144,0.0,0.0,13.11,0,1886,Spain
17483504,0.0,0.351,0.147,0.0,0.0,12.85,0,1887,Spain
17574480,0.0,0.366,0.148,0.0,0.0,12.76,0,1888,Spain
17663309,0.0,0.386,0.156,0.0,0.0,12.55,0,1889,Spain
17749968,0.0,0.413,0.168,0.0,0.0,12.68,0,1890,Spain
17834434,0.0,0.445,0.177,0.0,0.0,12.92,0,1891,Spain
17916684,0.0,0.463,0.17,0.0,0.0,13.37,0,1892,Spain
17996694,0.0,0.451,0.173,0.0,0.0,13.97,0,1893,Spain
18077062,0.0,0.483,0.184,0.0,0.0,13.14,0,1894,Spain
18157788,0.0,0.474,0.183,0.0,0.0,13.97,0,1895,Spain
18238875,0.0,0.51,0.219,0.0,0.0,12.84,0,1896,Spain
18320325,0.0,0.521,0.211,0.0,0.0,14.12,0,1897,Spain
18402137,0.0,0.509,0.194,0.0,0.0,13.68,0,1898,Spain
18492800,0.0,0.575,0.218,0.0,0.0,14.61,0,1899,Spain
18592411,0.0,0.603,0.226,0.0,0.0,13.63,0,1900,Spain
18701066,0.0,0.631,0.219,0.001,0.0,13.09,0,1901,Spain
18818864,0.0,0.656,0.24,0.001,0.0,13.32,0,1902,Spain
18945905,0.0,0.643,0.237,0.001,0.0,13.28,0,1903,Spain
19073803,0.0,0.681,0.256,0.001,0.0,13.84,0,1904,Spain
19202565,0.0,0.707,0.271,0.001,0.0,13.15,0,1905,Spain
19332196,0.0,0.717,0.259,0.001,0.0,13.38,0,1906,Spain
19462702,0.0,0.724,0.256,0.001,0.0,13.3,0,1907,Spain
19594089,0.0,0.755,0.259,0.001,0.0,13.63,0,1908,Spain
19726214,0.0,0.769,0.258,0.001,0.0,13.05,0,1909,Spain
19859082,0.0,0.75,0.266,0.001,0.0,13.07,0,1910,Spain
19992695,0.0,0.737,0.243,0.001,0.0,13.41,0,1911,Spain
20127058,0.0,0.794,0.272,0.001,0.0,13.22,0,1912,Spain
20262175,0.0,0.86,0.28,0.001,0.0,13.56,0,1913,Spain
20398200,0.0,0.848,0.286,0.001,0.0,13.34,0,1914,Spain
20535137,0.0,0.746,0.251,0.001,0.0,13.49,0,1915,Spain
20672994,0.0,0.864,0.281,0.001,0.0,13.35,0,1916,Spain
20811776,0.0,0.762,0.253,0.001,0.0,12.8,0,1917,Spain
20951479,0.0,0.799,0.268,0.001,0.0,13.22,0,1918,Spain
21105927,0.0,0.755,0.25,0.001,0.0,13.17,0,1919,Spain
21275357,0.0,0.661,0.204,0.001,0.0,13.89,0,1920,Spain
21460007,0.0,0.692,0.209,0.001,0.0,13.85,0,1921,Spain
21660122,0.0,0.69,0.202,0.001,0.0,13.37,0,1922,Spain
21875945,0.0,0.787,0.23,0.001,0.0,13.45,0,1923,Spain
22093919,0.0,0.832,0.237,0.001,0.0,13.71,0,1924,Spain
22314065,0.0,0.854,0.229,0.001,0.0,12.93,0,1925,Spain
22536404,0.0,0.816,0.224,0.001,0.0,14.25,0,1926,Spain
22760959,0.0,0.942,0.238,0.001,0.0,13.79,0,1927,Spain
22987751,0.0,0.936,0.24,0.001,0.0,13.98,0,1928,Spain
23214389,0.0,1.033,0.247,0.001,0.0,13.93,0,1929,Spain
23440849,0.0,1.008,0.257,0.001,0.0,13.9,0,1930,Spain
23667105,0.0,0.952,0.251,0.001,0.0,13.68,0,1931,Spain
23893132,0.0,0.886,0.23,0.001,0.0,13.17,0,1932,Spain
24118905,0.0,0.776,0.21,0.001,0.0,13.65,0,1933,Spain
24346811,0.0,0.832,0.22,0.001,0.0,13.51,0,1934,Spain
24576871,0.0,0.914,0.24,0.001,0.0,13.46,0,1935,Spain
24809105,0.0,0.325,0.113,0.001,0.0,13.41,0,1936,Spain
25043533,0.0,0.209,0.079,0.001,0.0,14.12,0,1937,Spain
25280177,0.0,0.523,0.198,0.001,0.0,13.85,0,1938,Spain
25514739,0.0,0.616,0.213,0.001,0.0,13.41,0,1939,Spain
25747164,0.0,0.84,0.265,0.001,0.0,13.4,0,1940,Spain
25977393,0.0,0.828,0.259,0.001,0.0,13.27,0,1941,Spain
26205369,0.0,0.88,0.259,0.001,0.0,13.69,0,1942,Spain
26431030,0.0,0.902,0.255,0.001,0.0,14.14,0,1943,Spain
26658635,0.0,0.967,0.264,0.001,0.0,13.46,0,1944,Spain
26888200,0.0,1.051,0.314,0.001,0.0,14.63,0,1945,Spain
27119742,0.0,1.036,0.299,0.001,0.0,13.41,0,1946,Spain
27353278,0.0,1.14,0.326,0.001,0.0,14.44,0,1947,Spain
27588824,0.0,1.186,0.343,0.002,0.0,14.29,0,1948,Spain
27827617,0.0,1.285,0.376,0.002,0.0,14.25,0,1949,Spain
28069696,0.0,1.177,0.34,0.002,0.0,14.28,0,1950,Spain
28207082,0.0,1.174,0.309,0.002,0.0,13.28,0,1951,Spain
28404774,0.0,1.324,0.321,0.002,0.0,13.71,0,1952,Spain
28633540,0.0,1.36,0.332,0.002,0.0,13.82,0,1953,Spain
28862382,0.0,1.376,0.316,0.002,0.0,13.45,0,1954,Spain
29095376,0.0,1.384,0.309,0.002,0.0,14.55,0,1955,Spain
29329782,0.0,1.443,0.3,0.002,0.0,12.58,0,1956,Spain
29577444,0.0,1.698,0.343,0.002,0.0,13.49,0,1957,Spain
29857444,0.0,1.871,0.359,0.002,0.0,13.98,0,1958,Spain
30150510,0.0,1.727,0.337,0.002,0.0,13.94,0,1959,Spain
30415594,0.0,1.607,0.317,0.002,0.0,13.75,0,1960,Spain
30711868,0.0,1.745,0.31,0.002,0.0,14.69,0,1961,Spain
31052630,0.0,1.931,0.316,0.002,0.0,13.78,0,1962,Spain
31388554,0.0,1.871,0.282,0.002,0.0,13.2,0,1963,Spain
31747644,0.0,2.026,0.292,0.002,0.0,13.97,0,1964,Spain
32112016,1.417,2.212,0.298,0.002,0.0,13.56,0,1965,Spain
32462272,1.493,2.391,0.303,0.002,0.0,13.89,0,1966,Spain
32814224,1.525,2.633,0.32,0.002,0.0,13.75,0,1967,Spain
33157582,1.514,2.926,0.339,0.003,0.0,14.04,0,1968,Spain
33480508,1.569,2.889,0.31,0.003,0.0,13.25,0,1969,Spain
33792624,1.641,3.455,0.362,0.003,0.0,13.85,0,1970,Spain
34133624,1.721,3.763,0.38,0.003,0.0,13.11,0,1971,Spain
34515176,1.69,4.193,0.388,0.003,0.0,12.85,0,1972,Spain
34898152,1.7,4.44,0.382,0.003,0.0,13.49,0,1973,Spain
35329900,1.646,4.887,0.396,0.003,0.0,13.39,0,1974,Spain
35760432,1.642,5.063,0.403,0.003,0.0,13.42,0,1975,Spain
36139072,1.676,5.472,0.421,0.003,0.0,13.47,0,1976,Spain
36513080,1.679,5.336,0.401,0.004,0.0,13.63,0,1977,Spain
36865440,1.638,5.412,0.399,0.004,0.0,13.58,0,1978,Spain
37188964,1.735,5.452,0.398,0.004,0.0,13.82,0,1979,Spain
37491664,1.689,5.706,0.407,0.004,0.0,13.7,0,1980,Spain
37758648,1.705,5.458,0.393,0.004,0.0,14.39,0,1981,Spain
37982144,1.675,5.492,0.391,0.004,0.0,14.33,0,1982,Spain
38169764,1.683,5.33,0.374,0.004,0.0,14.33,0,1983,Spain
38329928,1.694,5.157,0.36,0.004,0.0,13.44,0,1984,Spain
38471924,1.629,5.197,0.353,0.004,0.0,14.27,0,1985,Spain
38590808,1.597,4.9,0.321,0.005,0.0,13.97,0,1986,Spain
38694532,1.544,4.898,0.3,0.005,0.0,14.6,0,1987,Spain
38781724,1.512,5.092,0.293,0.005,0.0,14.28,0,1988,Spain
38847320,1.484,5.789,0.312,0.005,0.0,15.16,0,1989,Spain
38889888,1.413,5.927,0.305,0.005,232.94,14.87,0,1990,Spain
38997064,1.405,6.16,0.305,0.005,239.03,14.1,0,1991,Spain
39202248,1.438,6.342,0.308,0.005,248.88,14.03,0,1992,Spain
39420540,1.403,6.089,0.3,0.006,234.07,13.6,0,1993,Spain
39623732,1.419,6.367,0.305,0.006,246.98,14.9,0,1994,Spain
39814568,1.409,6.682,0.307,0.006,260.7,15.36,0,1995,Spain
39996476,1.414,6.338,0.283,0.006,254.09,14.37,0,1996,Spain
40180048,1.426,6.616,0.284,0.006,275.54,15.33,0,1997,Spain
40362356,1.417,6.803,0.278,0.006,284.99,14.78,0,1998,Spain
40542232,1.382,7.352,0.285,0.006,309.58,14.6,0,1999,Spain
40741652,1.378,7.611,0.28,0.007,326.9,14.74,0,2000,Spain
40966448,1.372,7.611,0.268,0.007,348.6,14.85,0,2001,Spain
41477652,1.339,8.003,0.275,0.007,365.3,14.9,0,2002,Spain
42230268,1.361,7.964,0.268,0.007,374.3,15.22,0,2003,Spain
42959672,1.353,8.217,0.27,0.007,390.41,14.61,0,2004,Spain
43685372,1.305,8.432,0.27,0.008,405.06,14.52,0,2005,Spain
44422824,1.26,8.096,0.251,0.008,399.06,15.36,0,2006,Spain
45245784,1.232,8.12,0.245,0.008,415.34,14.42,0,2007,Spain
45966544,1.175,7.307,0.22,0.008,382.03,14.38,0,2008,Spain
46367772,1.12,6.395,0.199,0.008,345.93,15.16,0,2009,Spain
46572776,1.141,6.075,0.189,0.008,331.0,14.37,152,2010,Spain
46729232,1.122,6.073,0.19,0.009,341.95,15.48,890,2011,Spain
46756084,1.148,5.947,0.191,0.009,335.52,14.81,1750,2012,Spain
46603460,1.109,5.406,0.176,0.009,309.12,14.74,2844,2013,Spain
46464548,1.073,5.47,0.175,0.009,307.85,15.6,5721,2014,Spain
46431344,1.052,5.832,0.181,0.009,318.39,15.73,9422,2015,Spain
46473320,1.122,5.587,0.183,0.009,302.82,15.5,15660,2016,Spain
46584168,1.103,5.873,0.188,0.009,319.43,15.99,27697,2017,Spain
46792044,1.097,5.74,0.18,0.01,312.92,15.06,46420,2018,Spain
47131372,0.0,5.318,0.0,0.01,295.49,15.49,71025,2019,Spain
47363808,0.0,4.51,0.0,0.01,256.41,15.63,140306,2020,Spain
47486932,0.0,4.849,0.0,0.01,0.0,15.18,235089,2021,Spain
47558632,0.0,5.164,0.0,0.0,0.0,16.41,327204,2022,Spain
2972567,0.0,0.011,0.007,0.0,0.0,2.84,0,1834,Sweden
3098887,0.0,0.014,0.009,0.0,0.0,1.66,0,1839,Sweden
3127143,0.0,0.013,0.008,0.0,0.0,1.84,0,1840,Sweden
3156963,0.0,0.013,0.008,0.0,0.0,2.06,0,1841,Sweden
3188373,0.0,0.025,0.017,0.0,0.0,2.88,0,1842,Sweden
3221400,0.0,0.018,0.012,0.0,0.0,2.34,0,1843,Sweden
3254769,0.0,0.03,0.019,0.0,0.0,1.11,0,1844,Sweden
3288483,0.0,0.027,0.017,0.0,0.0,1.65,0,1845,Sweden
3322547,0.0,0.024,0.016,0.0,0.0,2.98,0,1846,Sweden
3356964,0.0,0.024,0.015,0.0,0.0,2.33,0,1847,Sweden
3391737,0.0,0.041,0.026,0.0,0.0,1.99,0,1848,Sweden
3426618,0.0,0.057,0.034,0.0,0.0,1.55,0,1849,Sweden
3461607,0.0,0.058,0.034,0.0,0.0,1.77,0,1850,Sweden
3496809,0.0,0.062,0.037,0.0,0.0,2.52,0,1851,Sweden
3532116,0.0,0.061,0.037,0.0,0.0,2.32,0,1852,Sweden
3567529,0.0,0.064,0.038,0.0,0.0,2.19,0,1853,Sweden
3603296,0.0,0.094,0.056,0.0,0.0,2.73,0,1854,Sweden
3639423,0.0,0.087,0.049,0.0,0.0,1.17,0,1855,Sweden
3675911,0.0,0.13,0.074,0.0,0.0,0.84,0,1856,Sweden
3712765,0.0,0.165,0.091,0.0,0.0,2.56,0,1857,Sweden
3749989,0.0,0.137,0.075,0.0,0.0,2.93,0,1858,Sweden
3786484,0.0,0.199,0.105,0.0,0.0,2.83,0,1859,Sweden
3822233,0.0,0.197,0.101,0.0,0.0,1.29,0,1860,Sweden
3857220,0.0,0.251,0.133,0.0,0.0,2.47,0,1861,Sweden
3891427,0.0,0.253,0.138,0.0,0.0,1.45,0,1862,Sweden
3924837,0.0,0.251,0.131,0.0,0.0,3.37,0,1863,Sweden
3958533,0.0,0.262,0.134,0.0,0.0,1.14,0,1864,Sweden
3992519,0.0,0.271,0.135,0.0,0.0,1.89,0,1865,Sweden
4026796,0.0,0.277,0.14,0.0,0.0,1.83,0,1866,Sweden
4061368,0.0,0.255,0.127,0.0,0.0,0.12,0,1867,Sweden
4096237,0.0,0.299,0.166,0.0,0.0,2.72,0,1868,Sweden
4132102,0.0,0.263,0.137,0.0,0.0,2.16,0,1869,Sweden
4168979,0.0,0.322,0.15,0.0,0.0,1.67,0,1870,Sweden
4206884,0.0,0.341,0.154,0.0,0.0,0.56,0,1871,Sweden
4245832,0.0,0.403,0.179,0.0,0.0,3.06,0,1872,Sweden
4285838,0.0,0.405,0.178,0.0,0.0,2.77,0,1873,Sweden
4326221,0.0,0.433,0.183,0.0,0.0,2.46,0,1874,Sweden
4366984,0.0,0.521,0.228,0.0,0.0,0.98,0,1875,Sweden
4408132,0.0,0.551,0.227,0.0,0.0,1.39,0,1876,Sweden
4449667,0.0,0.578,0.243,0.0,0.0,1.09,0,1877,Sweden
4491594,0.0,0.485,0.211,0.0,0.0,2.74,0,1878,Sweden
4529401,0.0,0.489,0.201,0.0,0.0,1.54,0,1879,Sweden
4563030,0.0,0.62,0.262,0.0,0.0,2.15,0,1880,Sweden
4592421,0.0,0.599,0.246,0.0,0.0,0.59,0,1881,Sweden
4617513,0.0,0.682,0.292,0.0,0.0,2.99,0,1882,Sweden
4638245,0.0,0.694,0.277,0.0,0.0,3.0,0,1883,Sweden
4659071,0.0,0.762,0.31,0.0,0.0,2.71,0,1884,Sweden
4679989,0.0,0.818,0.326,0.0,0.0,1.58,0,1885,Sweden
4701002,0.0,0.798,0.313,0.0,0.0,2.36,0,1886,Sweden
4722109,0.0,0.805,0.326,0.0,0.0,2.48,0,1887,Sweden
4743311,0.0,0.895,0.357,0.0,0.0,0.58,0,1888,Sweden
4766883,0.0,1.04,0.408,0.0,0.0,2.77,0,1889,Sweden
4792852,0.0,1.032,0.397,0.0,0.0,3.01,0,1890,Sweden
4821244,0.0,1.095,0.401,0.0,0.0,2.66,0,1891,Sweden
4852087,0.0,1.082,0.403,0.0,0.0,1.13,0,1892,Sweden
4885406,0.0,1.081,0.395,0.0,0.0,1.15,0,1893,Sweden
4918955,0.0,1.198,0.435,0.0,0.0,3.43,0,1894,Sweden
4952734,0.0,1.202,0.415,0.0,0.0,1.89,0,1895,Sweden
4986745,0.0,1.234,0.415,0.0,0.0,3.04,0,1896,Sweden
5020989,0.0,1.365,0.441,0.0,0.0,2.6,0,1897,Sweden
5055469,0.0,1.444,0.449,0.0,0.0,2.36,0,1898,Sweden
5089642,0.0,1.795,0.544,0.0,0.0,1.5,0,1899,Sweden
5123503,0.0,1.79,0.54,0.0,0.0,1.34,0,1900,Sweden
5157047,0.0,1.653,0.485,0.0,0.0,2.77,0,1901,Sweden
5190268,0.0,1.72,0.512,0.0,0.0,0.81,0,1902,Sweden
5223160,0.0,1.877,0.532,0.0,0.0,2.61,0,1903,Sweden
5256260,0.0,1.964,0.547,0.0,0.0,1.77,0,1904,Sweden
5289570,0.0,1.922,0.543,0.001,0.0,2.39,0,1905,Sweden
5323091,0.0,2.121,0.555,0.001,0.0,2.86,0,1906,Sweden
5356825,0.0,2.384,0.584,0.001,0.0,2.4,0,1907,Sweden
5390772,0.0,2.552,0.643,0.001,0.0,2.45,0,1908,Sweden
5426317,0.0,2.335,0.584,0.001,0.0,1.75,0,1909,Sweden
5463482,0.0,2.401,0.589,0.001,0.0,3.11,0,1910,Sweden
5502286,0.0,2.325,0.556,0.001,0.0,3.09,0,1911,Sweden
5542751,0.0,2.56,0.589,0.001,0.0,2.04,0,1912,Sweden
5584898,0.0,2.857,0.62,0.001,0.0,2.94,0,1913,Sweden
5627365,0.0,2.663,0.566,0.001,0.0,3.4,0,1914,Sweden
5670156,0.0,2.663,0.548,0.001,0.0,0.62,0,1915,Sweden
5713272,0.0,2.789,0.544,0.001,0.0,2.28,0,1916,Sweden
5756715,0.0,1.199,0.249,0.001,0.0,1.53,0,1917,Sweden
5800311,0.0,1.399,0.315,0.001,0.0,2.64,0,1918,Sweden
5840331,0.0,1.335,0.297,0.001,0.0,1.66,0,1919,Sweden
5876734,0.0,1.794,0.375,0.001,0.0,3.57,0,1920,Sweden
5909474,0.0,1.038,0.228,0.001,0.0,2.86,0,1921,Sweden
5938507,0.0,1.705,0.348,0.001,0.0,1.73,0,1922,Sweden
5963789,0.0,2.061,0.408,0.001,0.0,1.74,0,1923,Sweden
